שם יישוב,סמל יישוב,תעתיק,סמל מחוז,שם מחוז,סמל נפה,שם נפה,אזור טבעי,סמל מעמד מונציפאלי,שם מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2021,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה ממוצע,ועדת תכנון,תחנת משטרה,שנה,שם יישוב באנגלית,אשכול רשויות מקומיות
איתמר,3762,ITAMAR,7,אזור יהודה ושומרון,72,שכם,,72,מועצה אזורית שומרון,,1,1355,1354,1345,1,1984,370,11,2292167559,614,710,15004488,2021,Itamar,710
איתן,37,ETAN,6,הדרום,61,אשקלון,612,34,מועצה אזורית שפיר,,1,520,520,518,0,1955,310,2,1761460898,156,631,10001813,2021,Etan,
איתנים,886,ETANIM,1,ירושלים,11,ירושלים,111,26,מועצה אזורית מטה יהודה,444,1,60,59,57,1,1952,340,,2091163181,749,151,15000597,2021,Etanim,
אכסאל,478,IKSAL,2,הצפון,23,יזרעאל,237,99,מועצה מקומית,,2,15146,9,3,15137,,270,,2307173191,,257,10004394,2021,Iksal,213
אל -עזי,1339,AL-AZY,6,הדרום,61,אשקלון,611,35,מועצה אזורית יואב,,2,196,2,2,194,,450,,1809962556,93,632,10001821,2021,Al-Azy,420
אל -עריאן,1316,AL-ARYAN,3,חיפה,32,חדרה,323,14,מועצה אזורית מנשה,,2,191,0,0,191,,450,,2120271154,364,351,10004233,2021,Al-Aryan,
אל -רום,4003,EL-ROM,2,הצפון,29,גולן,292,71,מועצה אזורית גולן,,1,442,442,419,0,1971,330,15,2723278740,1049,219,10004579,2021,El-Rom,211
אל סייד,1359,AL SAYYID,6,הדרום,62,באר שבע,623,69,מועצה אזורית אל קסום,342,2,6288,30,14,6258,,280,,1917857711,376,624,10001937,2021,Al Sayyid,610
אלומה,1145,ALUMMA,6,הדרום,61,אשקלון,611,34,מועצה אזורית שפיר,,1,1163,1163,1163,0,1965,350,,1757561777,84,631,10001813,2021,Alumma,
אלומות,330,ALUMMOT,2,הצפון,22,כנרת,221,6,מועצה אזורית עמק הירדן,,1,436,435,426,1,1941,330,15,2515173475,30,214,10004552,2021,Alummot,214
אלון הגליל,1182,ALLON HAGALIL,2,הצפון,23,יזרעאל,237,9,מועצה אזורית עמק יזרעאל,242,1,1132,1132,1129,0,1980,310,1,2208574025,199,254,10004497,2021,Allon HaGalil,213
אלון מורה,3579,ELON MORE,7,אזור יהודה ושומרון,72,שכם,,72,מועצה אזורית שומרון,,1,2009,2009,2008,0,1979,190,11,2314668228,660,710,15004488,2021,Elon More,710
אלון שבות,3604,ALLON SHEVUT,7,אזור יהודה ושומרון,76,בית לחם,,76,מועצה אזורית גוש עציון,445,1,3061,3061,3059,0,1970,190,,2120261805,953,714,15000586,2021,Allon Shevut,
אלוני אבא,429,ALLONE ABBA,2,הצפון,23,יזרעאל,237,9,מועצה אזורית עמק יזרעאל,242,1,1000,1000,995,0,1948,320,6,2162873720,148,254,10004411,2021,Allone Abba,213
אלוני הבשן,4017,ALLONE HABASHAN,2,הצפון,29,גולן,292,71,מועצה אזורית גולן,,1,472,472,472,0,1981,320,2,2787077224,956,219,10004579,2021,Allone HaBashan,211
אלוני יצחק,868,ALLONE YIZHAQ,3,חיפה,32,חדרה,324,14,מועצה אזורית מנשה,,1,305,302,218,3,1949,340,,2006271295,69,351,10004333,2021,Allone Yizhaq,
אלונים,285,ALLONIM,2,הצפון,23,יזרעאל,235,9,מועצה אזורית עמק יזרעאל,242,1,548,548,535,0,1938,330,15,2139173611,104,254,10004411,2021,Allonim,213
אלי-עד,4002,ELI-AD,2,הצפון,29,גולן,294,71,מועצה אזורית גולן,,1,484,484,466,0,1968,310,1,2691474572,368,219,10004579,2021,Eli-Ad,211
אליאב,1365,ELIAV,6,הדרום,61,אשקלון,612,50,מועצה אזורית לכיש,,1,691,691,691,0,2013,370,,1934260408,361,634,10001813,2021,Eliav,
אליכין,41,ELYAKHIN,4,המרכז,41,השרון,411,99,מועצה מקומית,141,1,3461,3460,3423,1,1950,190,,1931870156,31,457,10004261,2021,Elyakhin,
אליפז,1248,ELIFAZ,6,הדרום,62,באר שבע,625,53,מועצה אזורית חבל אילות,,1,166,160,141,6,1982,330,15,2007841187,123,608,10001955,2021,Elifaz,610
אליפלט,730,ELIFELET,2,הצפון,21,צפת,213,55,מועצה אזורית מבואות החרמון,,1,695,695,688,0,1949,310,1,2515276149,333,253,10004540,2021,Elifelet,211
אליקים,682,ELYAQIM,2,הצפון,23,יזרעאל,236,13,מועצה אזורית מגידו,,1,968,967,934,1,1949,310,1,2065872642,228,254,10004411,2021,Elyaqim,213
אלישיב,204,ELYASHIV,4,המרכז,41,השרון,411,16,מועצה אזורית עמק חפר,141,1,716,716,705,0,1933,310,7,1917069855,18,409,15000060,2021,Elyashiv,
אלישמע,841,ELISHAMA,4,המרכז,42,פתח תקווה,421,20,מועצה אזורית דרום השרון,142,1,1167,1167,1156,0,1951,310,1,1934267328,27,417,10002133,2021,Elishama,410
אלמגור,1125,ALMAGOR,2,הצפון,22,כנרת,221,6,מועצה אזורית עמק הירדן,,1,423,423,404,0,1961,310,1,2566875753,-24,214,10004552,2021,Almagor,214
אלמוג,3556,ALMOG,7,אזור יהודה ושומרון,75,ירדן-יריחו,,74,מועצה אזורית מגילות ים המלח,,1,256,256,249,0,1977,330,15,2437863294,-278,713,10003314,2021,Almog,710
אלעד,1309,EL'AD,4,המרכז,42,פתח תקווה,422,0,עירייה,142,1,49593,49593,49580,0,1998,160,,1960566201,122,422,10002168,2021,El'ad,
אלעזר,3618,EL'AZAR,7,אזור יהודה ושומרון,76,בית לחם,,76,מועצה אזורית גוש עציון,445,1,2561,2561,2557,0,1975,190,,2135261872,925,714,15000586,2021,El'azar,
אלפי מנשה,3750,ALFE MENASHE,7,אזור יהודה ושומרון,73,טול כרם,,99,מועצה מקומית,145,1,7967,7966,7656,1,1983,180,,2014567558,183,703,15004488,2021,Alfe Menashe,710
אלקוש,603,ELQOSH,2,הצפון,24,עכו,244,52,מועצה אזורית מעלה יוסף,,1,279,279,278,0,1949,310,1,2306077091,636,255,10004484,2021,Elqosh,212
אלקנה,3560,ELQANA,7,אזור יהודה ושומרון,73,טול כרם,,99,מועצה מקומית,145,1,4071,4071,4064,0,1977,190,,2036366868,228,702,15004488,2021,Elqana,710
אמונים,772,EMUNIM,6,הדרום,61,אשקלון,611,33,מועצה אזורית באר טוביה,143,1,1011,1011,998,0,1950,310,1,1694062801,31,616,10001821,2021,Emunim,420
אמירים,1064,AMIRIM,2,הצפון,21,צפת,212,2,מועצה אזורית מרום הגליל,,1,871,871,816,0,1950,310,1,2425676027,543,209,10004528,2021,Amirim,211
אמנון,1253,AMNUN,2,הצפון,21,צפת,213,55,מועצה אזורית מבואות החרמון,,1,455,455,441,0,1983,310,6,2537975663,10,253,10004540,2021,Amnun,211
אמציה,23,AMAZYA,6,הדרום,61,אשקלון,612,50,מועצה אזורית לכיש,,1,219,215,215,4,1955,320,9,1918460450,360,634,10001813,2021,Amazya,
אניעם,4012,ANI'AM,2,הצפון,29,גולן,293,71,מועצה אזורית גולן,,1,502,502,490,0,1978,310,1,2695476260,425,219,10004579,2021,Ani'am,211
אסד (שבט),960,ASAD,6,הדרום,62,באר שבע,623,,חסר מעמד מוניציפלי,,3,,,,,,460,,1880058150,,699,,2021,Asad,
אספר,3754,ASFAR,7,אזור יהודה ושומרון,77,חברון,,76,מועצה אזורית גוש עציון,,1,1114,1114,1114,0,1983,370,8,2178461041,926,714,15000586,2021,Asfar,
אעבלין,529,I'BILLIN,2,הצפון,24,עכו,241,99,מועצה מקומית,241,2,13693,15,4,13678,,270,,2176574799,87,261,10004497,2021,I'billin,310
אעצם (שבט),963,A'SAM,6,הדרום,62,באר שבע,623,,חסר מעמד מוניציפלי,,3,,,,,,460,,1910056100,,699,,2021,A'sam,
אפיניש (שבט),959,AFEINISH,6,הדרום,62,באר שבע,623,,חסר מעמד מוניציפלי,,3,,,,,,460,,1990058000,,699,,2021,Afaynish,
אפיק,4301,AFIQ,2,הצפון,29,גולן,294,71,מועצה אזורית גולן,,1,356,356,315,0,1967,330,15,2660674275,339,219,10004579,2021,Afiq,211
אפיקים,176,AFIQIM,2,הצפון,22,כנרת,221,6,מועצה אזורית עמק הירדן,,1,1497,1496,1426,1,1932,330,15,2544973191,-199,214,10004552,2021,Afiqim,214
אפק,313,AFEQ,2,הצפון,24,עכו,246,4,מועצה אזורית מטה אשר,241,1,762,754,747,8,1939,330,15,2122974931,24,201,10004207,2021,Afeq,212
אפרת,3650,EFRAT,7,אזור יהודה ושומרון,76,בית לחם,,99,מועצה מקומית,445,1,11804,11804,11772,0,1980,170,,2150761920,840,704,15000586,2021,Efrat,
ארבל,701,ARBEL,2,הצפון,22,כנרת,222,3,מועצה אזורית הגליל התחתון,,1,766,766,754,0,1949,310,1,2456474646,46,206,10004552,2021,Arbel,214
ארגמן,3598,ARGAMAN,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,,1,133,133,132,0,1968,310,9,2495167550,-181,712,10003299,2021,Argaman,710
ארז,714,EREZ,6,הדרום,61,אשקלון,614,37,מועצה אזורית שער הנגב,,1,609,609,591,0,1949,330,15,1588860773,41,651,10001829,2021,Erez,620
אריאל,3570,ARI'EL,7,אזור יהודה ושומרון,73,טול כרם,,0,עירייה,145,1,19647,19076,15356,571,1978,170,,2178666790,520,701,15004488,2021,Ari'el,
ארסוף,1324,ARSUF,4,המרכז,41,השרון,411,19,מועצה אזורית חוף השרון,141,1,174,174,155,0,1995,350,,1828768007,39,401,15000060,2021,Arsuf,
אשבול,71,ESHBOL,6,הדרום,62,באר שבע,621,42,מועצה אזורית מרחבים,,1,630,630,626,0,1955,310,1,1682759518,168,651,10001930,2021,Eshbol,620
אשבל,1276,ESHBAL,2,הצפון,24,עכו,241,56,מועצה אזורית משגב,241,1,140,139,138,1,1979,330,10,2288975354,269,205,10004513,2021,Eshbal,210
אשדוד,70,ASHDOD,6,הדרום,61,אשקלון,613,0,עירייה,143,1,225974,225564,202134,410,1955,130,,1669063377,22,603,10001836,2021,Ashdod,
אשדות יעקב (איחוד),199,ASHDOT YA'AQOV(IHUD),2,הצפון,22,כנרת,221,6,מועצה אזורית עמק הירדן,,1,1019,1015,986,4,1933,330,15,2547172936,-200,214,10004552,2021,Ashdot Ya'aqov(Ihud),214
אשדות יעקב (מאוחד),188,ASHDOT YA'AQOV(ME'UHAD),2,הצפון,22,כנרת,221,6,מועצה אזורית עמק הירדן,,1,645,641,584,4,1933,330,15,2550172977,-200,214,10004552,2021,Ashdot Ya'aqov(Me'uhad),214
אשחר,1188,ESHHAR,2,הצפון,24,עכו,241,56,מועצה אזורית משגב,241,1,984,983,967,1,1986,370,13,2284675455,363,205,10004513,2021,Eshhar,210
אשכולות,3722,ESHKOLOT,7,אזור יהודה ושומרון,77,חברון,,78,מועצה אזורית הר חברון,,1,609,609,598,0,1982,370,11,1907558887,564,715,15003512,2021,Eshkolot,710
אשל הנשיא,2021,ESHEL HANASI,6,הדרום,62,באר שבע,622,42,מועצה אזורית מרחבים,344,1,140,140,135,0,1952,340,,1711958167,192,651,10001893,2021,Eshel HaNasi,620
אשלים,1152,ASHALIM,6,הדרום,62,באר שבע,626,48,מועצה אזורית רמת נגב,,1,681,679,622,2,1976,370,19,1712654161,327,620,10001918,2021,Ashalim,610
אשקלון,7100,ASHQELON,6,הדרום,61,אשקלון,614,0,עירייה,,1,149160,148769,127999,391,1948,140,,1596861983,36,604,10001805,2021,Ashqelon,
אשרת,1256,ASHERAT,2,הצפון,24,עכו,245,4,מועצה אזורית מטה אשר,,1,584,583,579,1,1983,370,13,2148876406,61,201,10004302,2021,Asherat,212
אשתאול,740,ESHTA'OL,1,ירושלים,11,ירושלים,112,26,מועצה אזורית מטה יהודה,444,1,1230,1230,1208,0,1949,310,1,2009563206,281,151,15000597,2021,Eshta'ol,
באקה אל-גרביה,6000,BAQA AL-GHARBIYYE,3,חיפה,32,חדרה,324,0,עירייה,,2,30973,35,18,30938,,260,,2041570285,68,354,15002436,2021,Baqa Al-Gharbiyye,
באר אורה,21,BE'ER ORA,6,הדרום,62,באר שבע,625,53,מועצה אזורית חבל אילות,,1,1220,1193,1122,27,1950,370,19,1983840253,108,608,10001955,2021,Be'er Ora,610
באר גנים,1376,BE'ER GANNIM,6,הדרום,61,אשקלון,614,36,מועצה אזורית חוף אשקלון,,1,1966,1966,1958,0,2012,370,,1629862324,31,633,10001805,2021,Be'er Gannim,620
באר טוביה,155,BE'ER TOVIYYA,6,הדרום,61,אשקלון,611,33,מועצה אזורית באר טוביה,143,1,1294,1294,1271,0,1930,310,1,1739062698,53,616,10001821,2021,Be'er Toviyya,420
באר יעקב,2530,BE'ER YA'AQOV,4,המרכז,43,רמלה,432,0,עירייה,133,1,29852,29756,28647,96,1907,160,,1849365000,66,455,10002228,2021,Be'er Ya'aqov,
באר מילכה,1278,BE'ER MILKA,6,הדרום,62,באר שבע,626,48,מועצה אזורית רמת נגב,,1,197,197,196,0,2006,310,1,1432753827,217,620,10001918,2021,Be'er Milka,610
באר שבע,9000,BE'ER SHEVA,6,הדרום,62,באר שבע,623,0,עירייה,310,1,211249,205064,181356,6185,1948,130,,1795757361,291,605,10001900,2021,Be'er Sheva,
בארות יצחק,450,BE'EROT YIZHAQ,4,המרכז,42,פתח תקווה,422,25,מועצה אזורית חבל מודיעין,142,1,469,469,467,0,1948,330,3,1916866088,51,424,10002116,2021,Be'erot Yizhaq,
בארותיים,697,BE'EROTAYIM,4,המרכז,41,השרון,412,16,מועצה אזורית עמק חפר,141,1,1155,1155,1128,0,1949,310,1,1986469199,35,409,15000060,2021,Be'erotayim,
בארי,399,BE'ERI,6,הדרום,62,באר שבע,622,38,מועצה אזורית אשכול,,1,1047,1047,995,0,1946,330,15,1516059265,88,651,10001893,2021,Be'eri,620
בוסתן הגליל,559,BUSTAN HAGALIL,2,הצפון,24,עכו,246,4,מועצה אזורית מטה אשר,241,1,1305,1305,1268,0,1948,310,10,2080176185,7,201,10004315,2021,Bustan HaGalil,212
בועיינה נוג'יידאת,482,BU'EINE-NUJEIDAT,2,הצפון,25,יזרעאל,237,99,מועצה מקומית,,2,10137,14,4,10123,,270,,2348174591,216,251,10004552,2021,Bu'eine-Nujeidat,214
בוקעתא,4001,BUQ'ATA,2,הצפון,29,גולן,292,99,מועצה מקומית,,2,6752,0,0,6752,,280,,2730078972,1096,256,10004579,2021,Buq'ata,211
בורגתה,698,BURGETA,4,המרכז,41,השרון,411,16,מועצה אזורית עמק חפר,141,1,1147,1145,1125,2,1949,310,1,1966969241,28,409,15000060,2021,Burgeta,
בחן,2043,BAHAN,4,המרכז,41,השרון,412,16,מועצה אזורית עמק חפר,141,1,1140,1134,1101,6,1953,330,15,2021069538,64,409,10002155,2021,Bahan,
בטחה,762,BITHA,6,הדרום,62,באר שבע,622,42,מועצה אזורית מרחבים,344,1,790,790,785,0,1950,310,1,1650258264,120,651,10001893,2021,Bitha,620
"בי""ס אזורי מקיף (אשר)",1725,,2,הצפון,24,עכו,245,4,מועצה אזורית מטה אשר,,,,,,,,520,,2144276829,73,201,10004302,2021,,212
ביצרון,234,BIZZARON,6,הדרום,61,אשקלון,611,33,מועצה אזורית באר טוביה,143,1,1248,1248,1237,0,1935,310,1,1744563381,55,616,10001821,2021,Bizzaron,420
ביר אל מכסור,998,BIR EL-MAKSUR,2,הצפון,24,עכו,241,99,מועצה מקומית,241,2,9960,4,0,9956,,280,,2211274310,243,261,10004497,2021,Bir El-Maksur,310
ביר הדאג',1348,BIR HADAGE,6,הדרום,62,באר שבע,626,68,מועצה אזורית נווה מדבר,,2,6167,33,19,6134,,280,,1714654845,288,624,10001918,2021,Bir Hadage,610
בירייה,368,BIRIYYA,2,הצפון,21,צפת,212,2,מועצה אזורית מרום הגליל,,1,849,849,841,0,1945,350,,2471076480,810,209,10004528,2021,Biriyya,211
בית אורן,317,BET OREN,3,חיפה,32,חדרה,322,15,מועצה אזורית חוף הכרמל,223,1,560,552,528,8,1939,330,15,2007573739,357,303,15005224,2021,Bet Oren,
בית אל,3574,BET EL,7,אזור יהודה ושומרון,74,ראמאללה,,99,מועצה מקומית,445,1,5682,5682,5668,0,1977,180,,2212164986,853,722,10003299,2021,Bet El,710
בית אלעזרי,562,BET EL'AZARI,4,המרכז,44,רחובות,441,28,מועצה אזורית ברנר,143,1,1576,1576,1563,0,1948,310,1,1814663909,43,456,15002488,2021,Bet El'azari,420
בית אלפא,95,BET ALFA,2,הצפון,23,יזרעאל,232,8,מועצה אזורית הגלבוע,,1,1356,1333,777,23,1922,330,15,2407871366,-83,204,10004568,2021,Bet Alfa,213
בית אריה,3652,BET ARYE-OFARIM,7,אזור יהודה ושומרון,74,ראמאללה,,99,מועצה מקומית,145,1,5409,5400,5173,9,1981,180,,2048666000,296,719,10004054,2021,Bet Arye-Ofarim,
בית ברל,1076,BET BERL,4,המרכז,42,פתח תקווה,421,20,מועצה אזורית דרום השרון,141,1,226,183,173,43,1947,340,,1932267865,69,417,10002133,2021,Bet Berl,410
בית ג'ן,480,BEIT JANN,2,הצפון,24,עכו,243,99,מועצה מקומית,,2,12307,1,0,12306,,270,,2356776325,901,258,10004465,2021,Beit Jann,212
בית גוברין,619,BET GUVRIN,6,הדרום,61,אשקלון,612,35,מועצה אזורית יואב,,1,446,446,439,0,1949,330,15,1901861345,265,632,10001813,2021,Bet Guvrin,420
בית גמליאל,571,BET GAMLI'EL,4,המרכז,44,רחובות,441,29,מועצה אזורית חבל יבנה,143,1,1026,1016,1016,10,1949,310,2,1775164051,30,456,15002488,2021,Bet Gamli'el,420
בית דגן,466,BET DAGAN,4,המרכז,43,רמלה,432,99,מועצה מקומית,133,1,7643,7634,7446,9,1948,180,,1840765643,34,455,10002207,2021,Bet Dagan,
בית הגדי,723,BET HAGADDI,6,הדרום,62,באר שבע,621,39,מועצה אזורית שדות נגב,,1,887,887,887,0,1949,310,2,1626059275,148,651,10001930,2021,Bet HaGaddi,620
בית הלוי,373,BET HALEWI,4,המרכז,41,השרון,411,16,מועצה אזורית עמק חפר,141,1,840,840,832,0,1945,310,1,1937569557,18,409,15000060,2021,Bet HaLewi,
בית הלל,322,BET HILLEL,2,הצפון,21,צפת,211,55,מועצה אזורית מבואות החרמון,,1,797,797,789,0,1940,310,1,2568779040,87,253,10004591,2021,Bet Hillel,211
בית העמק,572,BET HAEMEQ,2,הצפון,24,עכו,245,4,מועצה אזורית מטה אשר,,1,730,714,679,16,1949,330,15,2138176405,47,201,10004302,2021,Bet HaEmeq,212
בית הערבה,3645,BET HAARAVA,7,אזור יהודה ושומרון,75,ירדן-יריחו,,74,מועצה אזורית מגילות ים המלח,,1,451,451,448,0,1980,330,15,2452263505,-301,713,10003314,2021,Bet HaArava,710
בית השיטה,242,BET HASHITTA,2,הצפון,23,יזרעאל,232,8,מועצה אזורית הגלבוע,,1,1258,1257,1211,1,1935,330,15,2415671754,-27,204,10004568,2021,Bet HaShitta,213
בית זיד,353,BET ZEID,2,הצפון,23,יזרעאל,235,9,מועצה אזורית עמק יזרעאל,,1,76,76,72,0,1943,350,,2110773411,108,254,10004207,2021,Bet Zeid,213
בית זית,710,BET ZAYIT,1,ירושלים,11,ירושלים,111,26,מועצה אזורית מטה יהודה,444,1,1655,1655,1616,0,1949,310,1,2154163215,596,151,10002475,2021,Bet Zayit,
בית זרע,143,BET ZERA,2,הצפון,22,כנרת,221,6,מועצה אזורית עמק הירדן,,1,639,638,590,1,1926,330,15,2540573277,-200,214,10004552,2021,Bet Zera,214
בית חולים פוריה,1712,,2,הצפון,22,כנרת,221,6,מועצה אזורית עמק הירדן,,,,,,,,520,,2509473984,195,214,10004552,2021,,214
בית חורון,3575,BET HORON,7,אזור יהודה ושומרון,74,ראמאללה,,73,מועצה אזורית מטה בנימין,445,1,1468,1468,1468,0,1977,370,11,2121064280,630,711,10004054,2021,Bet Horon,710
בית חירות,877,BET HERUT,4,המרכז,41,השרון,411,16,מועצה אזורית עמק חפר,141,1,904,904,891,0,1933,320,1,1878069841,20,409,15000060,2021,Bet Herut,
בית חלקיה,2033,BET HILQIYYA,4,המרכז,44,רחובות,441,31,מועצה אזורית נחל שורק,143,1,1446,1446,1446,0,1953,310,8,1822563335,66,456,15002488,2021,Bet Hilqiyya,420
בית חנן,159,BET HANAN,4,המרכז,44,רחובות,442,27,מועצה אזורית גן רווה,143,1,523,522,520,1,1930,310,1,1786964904,39,456,15002488,2021,Bet Hanan,
בית חנניה,800,BET HANANYA,3,חיפה,32,חדרה,324,15,מועצה אזורית חוף הכרמל,,1,924,924,897,0,1950,310,1,1932771490,10,303,10004333,2021,Bet Hananya,
בית חשמונאי,1050,BET HASHMONAY,4,המרכז,43,רמלה,432,30,מועצה אזורית גזר,143,1,2166,2166,2152,0,1972,190,,1924564399,104,426,10002228,2021,Bet Hashmonay,
בית יהושע,288,BET YEHOSHUA,4,המרכז,41,השרון,411,19,מועצה אזורית חוף השרון,141,1,1118,1118,1096,0,1938,310,6,1875268523,23,401,15000060,2021,Bet Yehoshua,
בית יוסף,265,BET YOSEF,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,,1,488,488,486,0,1937,310,1,2520671839,-231,202,10004568,2021,Bet Yosef,214
